movieId,title,genres,release_date,rating,release_year
51802,Of Mice and Men,Drama,1939-12-30,7.3,1939.0
42148,Pixote,"Crime, Drama",1981-05-08,8.4,1981.0
29492,Reform School Girls,"Action, Comedy, Crime",1986-08-22,6.4,1986.0
25447,Tapeheads,"Comedy, Drama",1988-10-21,5.4,1988.0
28410,Tuff Turf,"Drama, Action, Romance",1985-01-11,5.9,1985.0
38545,The Unbelievable Truth,"Comedy, Drama, Romance",1989-04-01,7.4,1989.0
19490,The Bishop's Wife,"Comedy, Drama, Fantasy, Romance",1947-12-09,6.9,1947.0
31151,Elvis That's the Way It Is,"Music, Documentary",1970-11-11,7.8,1970.0
1888,The Fortune Cookie,"Romance, Comedy",1966-10-19,7.0,1966.0
38805,Lilies of the Field,"Comedy, Drama",1963-06-04,6.7,1963.0
16618,Hans Christian Andersen,"Music, Romance, Family",1952-12-19,6.7,1952.0
2428,The Greatest Story Ever Told,"Drama, History",1965-02-15,6.5,1965.0
22013,Elmer Gantry,Drama,1960-06-19,7.3,1960.0
15598,Alfie,"Comedy, Drama, Romance",1966-03-29,6.5,1966.0
43332,Demetrius and the Gladiators,"Action, Adventure, Drama, History",1954-06-16,6.4,1954.0
62127,The Fantasticks,"Comedy, Drama, Music, Romance, Science Fiction",1995-12-27,6.6,1995.0
56137,I Know Where I'm Going!,"Drama, Romance",1945-11-16,6.7,1945.0
17965,The Abominable Dr. Phibes,"Comedy, Horror",1971-05-18,6.9,1971.0
29067,"Die, Monster, Die!","Drama, Horror, Thriller, Science Fiction, Foreign",1965-10-26,6.5,1965.0
33250,Real Life,Comedy,1979-03-02,6.1,1979.0
14460,Battle Beyond the Stars,Science Fiction,1980-09-08,5.9,1980.0
17466,Death Warrant,"Action, Crime, Drama, Mystery, Thriller",1990-09-14,5.4,1990.0
9594,Double Impact,"Thriller, Action, Crime, Drama",1991-07-31,5.3,1991.0
35976,The End,Comedy,1978-05-10,5.7,1978.0
4986,Fuzz,"Comedy, Crime, Drama",1972-07-14,6.2,1972.0
2453,Harley Davidson and the Marlboro Man,"Action, Thriller",1991-08-23,6.1,1991.0
33676,Losin' It,Comedy,1983-04-08,4.5,1983.0
4587,Mermaids,"Comedy, Drama, Romance",1990-12-14,6.5,1990.0
31004,The Mighty Quinn,"Action, Comedy, Mystery, Thriller",1989-02-17,5.8,1989.0
125099,Unmade Beds,Comedy,1997-09-10,5.0,1997.0
27859,Rated X,Drama,2000-01-01,5.2,2000.0
11454,Manhunter,"Crime, Horror, Thriller",1986-08-14,6.8,1986.0
38718,Reversal of Fortune,Drama,1990-10-05,6.6,1990.0
4192,Death on the Nile,Mystery,1978-10-06,6.7,1978.0
11607,DeepStar Six,"Action, Horror, Thriller, Science Fiction",1989-01-13,5.0,1989.0
14052,Revenge of the Nerds,Comedy,1984-07-20,6.6,1984.0
16889,Revenge of the Nerds II: Nerds in Paradise,Comedy,1987-07-10,5.5,1987.0
39934,Longtime Companion,Drama,1990-05-01,7.2,1990.0
26580,4 Little Girls,Documentary,1997-07-09,6.7,1997.0
21309,River's Edge,"Crime, Drama",1986-08-27,6.7,1986.0
16263,Girls Just Want to Have Fun,"Comedy, Family, Music, Romance",1985-04-12,6.5,1985.0
4985,The Longest Yard,"Crime, Comedy, Drama",1974-08-21,6.4,1974.0
20704,Necessary Roughness,Comedy,1991-09-27,5.5,1991.0
23730,C.H.U.D.,"Horror, Science Fiction",1984-08-31,5.3,1984.0
853,Enemy at the Gates,War,2001-03-13,7.2,2001.0
10877,Exit Wounds,"Action, Crime, Thriller",2001-03-13,5.3,2001.0
5257,The Dish,"History, Comedy, Drama",2000-07-11,6.6,2000.0
77,Memento,"Mystery, Thriller",2000-10-11,8.1,2000.0
20322,The Brothers,"Comedy, Drama, Romance",2001-03-23,6.8,2001.0
10833,Heartbreakers,"Crime, Comedy, Romance",2001-03-23,5.8,2001.0
20309,Say It Isn't So,"Comedy, Romance",2001-03-12,4.8,2001.0
12658,Someone Like You...,"Comedy, Romance",2001-03-30,6.0,2001.0
10054,Spy Kids,"Action, Comedy, Family, Adventure",2001-03-18,5.5,2001.0
10646,Tomcats,"Comedy, Romance",2001-03-30,4.9,2001.0
2575,The Tailor of Panama,"Drama, Thriller",2001-02-11,6.2,2001.0
55,Amores perros,"Drama, Thriller",2000-06-16,7.6,2000.0
65075,Keep the River on Your Right: A Modern Cannibal Tale,Documentary,2000-04-15,8.0,2000.0
44379,The Gleaners & I,"Documentary, Foreign",2000-07-07,7.0,2000.0
2043,Along Came a Spider,"Crime, Mystery, Thriller, Action",2001-04-06,6.1,2001.0
4133,Blow,"Crime, Drama",2001-04-04,7.4,2001.0
56715,Just Visiting,"Comedy, Fantasy, Science Fiction",2001-04-06,4.9,2001.0
10991,Pokémon: Spell of the Unknown,"Adventure, Fantasy, Animation, Action, Family",2000-07-08,6.0,2000.0
15940,Beautiful Creatures,"Comedy, Crime, Drama, Thriller",2000-08-23,5.9,2000.0
26791,Brigham City,"Crime, Drama, Mystery, Thriller",2001-03-30,7.3,2001.0
44069,The Day I Became a Woman,"Drama, Foreign",2000-09-01,4.1,2000.0
68894,Shadow Magic,"Drama, Foreign, History",2000-09-08,6.0,2000.0
634,Bridget Jones's Diary,"Comedy, Romance, Drama",2001-04-13,6.6,2001.0
10956,Joe Dirt,"Mystery, Adventure, Comedy, Romance, Drama",2001-04-10,5.5,2001.0
19366,Josie and the Pussycats,"Comedy, Music",2001-04-06,5.2,2001.0
136558,Kingdom Come,Comedy,2011-01-01,8.0,2011.0
28308,The Body,"Drama, Mystery, Romance, Thriller",2001-04-13,4.9,2001.0
9519,Chopper,"Crime, Drama, Thriller",2000-06-21,6.7,2000.0
13898,The Circle,"Drama, Foreign",2000-09-08,6.6,2000.0
9290,Crocodile Dundee in Los Angeles,"Adventure, Comedy",2001-04-12,4.7,2001.0
13166,Freddy Got Fingered,Comedy,2001-04-18,4.5,2001.0
32590,The Center of the World,"Drama, Romance",2001-04-19,4.4,2001.0
109472,The Girl,"Drama, Thriller, Romance",2001-06-06,0.0,2001.0
153141,The Low Down,"Romance, Comedy, Drama",2001-01-26,0.0,2001.0
52654,The Luzhin Defence,"Romance, Drama",2000-08-21,6.6,2000.0
70282,The Visit,Drama,2000-01-01,0.0,2000.0
47643,Lilies,"Drama, Fantasy, Romance",1996-09-07,7.3,1996.0
111,Scarface,"Action, Crime, Drama, Thriller",1983-12-08,8.0,1983.0
32488,Days of Wine and Roses,"Drama, Romance",1962-12-26,7.5,1962.0
10477,Driven,Action,2001-04-27,4.5,2001.0
12484,The Forsaken,"Action, Adventure, Horror, Thriller",2001-04-27,4.9,2001.0
2144,One Night at McCool's,"Action, Comedy, Crime",2001-04-19,5.7,2001.0
24113,Town & Country,"Comedy, Romance",2001-04-27,4.1,2001.0
118052,Rat,"Drama, Fantasy, Comedy, Family",2001-04-01,6.0,2001.0
1734,The Mummy Returns,"Adventure, Action, Fantasy",2001-04-28,6.0,2001.0
38047,Eureka,Drama,2000-05-18,6.6,2000.0
8076,Tuvalu,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family, Foreign",1999-11-19,5.8,1999.0
4973,Under the Sand,"Drama, Mystery",2000-09-11,6.4,2000.0
8095,Cleopatra,"Drama, History, Romance",1963-06-12,6.7,1963.0
849,Krull,"Fantasy, Action, Adventure",1983-07-29,5.8,1983.0
27223,Lost in America,Comedy,1985-03-15,7.3,1985.0
2981,The Lost World,"Adventure, Drama, Fantasy, Science Fiction",1925-06-22,6.6,1925.0
39266,Triumph of the Will,Documentary,1935-03-28,6.9,1935.0
31863,True Believer,"Crime, Drama",1989-02-17,6.3,1989.0
11307,The World According to Garp,Comedy,1982-08-13,6.9,1982.0
46498,Candy,"Fantasy, Comedy, Adventure",1968-12-17,5.3,1968.0
11163,Fellini Satyricon,"Drama, Fantasy",1969-09-18,7.0,1969.0
11035,Roma,"Comedy, Drama",1972-03-15,6.6,1972.0
18691,Frankie and Johnny,"Comedy, Drama, Music, Romance",1966-01-01,5.9,1966.0
3784,Frankie and Johnny,"Drama, Comedy, Romance",1991-10-18,6.6,1991.0
78133,A Home of Our Own,"Comedy, Drama",1993-11-05,7.0,1993.0
22829,Paris When It Sizzles,"Comedy, Romance",1964-03-01,6.3,1964.0
35717,Pola X,"Drama, Romance",1999-05-12,6.0,1999.0
11936,City of Women,"Comedy, Drama",1980-03-28,6.8,1980.0
25221,For the Boys,"Music, Drama",1991-11-22,6.5,1991.0
19494,Nine to Five,Comedy,1980-12-18,6.7,1980.0
40842,Norma Rae,Drama,1979-03-02,6.9,1979.0
19357,Summer Rental,Comedy,1985-08-09,6.5,1985.0
33743,"The 5,000 Fingers of Dr. T.","Family, Fantasy, Music",1953-07-01,6.7,1953.0
32924,Catchfire,"Drama, Action, Thriller, Romance",1990-04-03,5.8,1990.0
9062,Love Story,"Drama, Romance",1970-12-16,6.6,1970.0
11174,Pelle the Conqueror,Drama,1987-12-25,6.9,1987.0
934,Rififi,"Drama, Action, Crime",1955-04-13,7.7,1955.0
9476,A Knight's Tale,"Adventure, Drama, Romance, Action",2001-05-11,6.6,2001.0
37691,Bread and Roses,"Comedy, Drama",2000-05-10,6.3,2000.0
115810,Calle 54,"Documentary, Music, Foreign",2000-10-06,6.0,2000.0
10613,The King Is Alive,Drama,2000-05-11,5.8,2000.0
19094,Sordid Lives,Comedy,2001-05-11,5.8,2001.0
14268,Startup.com,Documentary,2001-01-01,6.3,2001.0
5852,Angel Eyes,"Drama, Romance, Thriller",2001-05-15,5.5,2001.0
808,Shrek,"Adventure, Animation, Comedy, Family, Fantasy",2001-05-16,7.3,2001.0
49453,Fast Food Fast Women,"Comedy, Romance",2000-05-15,5.8,2000.0
824,Moulin Rouge!,"Drama, Music, Romance",2001-03-09,7.4,2001.0
37558,Little Brothers,"Drama, Foreign",1999-04-06,5.4,1999.0
676,Pearl Harbor,"History, Romance, War",2001-05-21,6.6,2001.0
88727,Bloody Angels,"Thriller, Drama",1998-12-26,9.0,1998.0
26813,Himalaya,"Adventure, Drama",1999-01-01,6.9,1999.0
29572,The Man Who Cried,"Drama, Music, Romance, War",2000-08-29,5.8,2000.0
48109,Our Song,Drama,2000-01-21,6.4,2000.0
50541,Ice Castles,"Drama, Romance",1978-12-31,6.3,1978.0
26255,Love Potion No. 9,"Comedy, Romance",1992-11-13,5.4,1992.0
22414,Postcards from the Edge,"Comedy, Drama",1990-09-12,6.3,1990.0
43329,Apache,"Action, Western",1954-07-09,5.8,1954.0
42233,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson","Western, Comedy",1976-01-01,5.7,1976.0
1406,City Slickers,"Action, Adventure, Comedy, Drama, Western",1991-06-07,6.2,1991.0
13554,Eight Men Out,"Drama, History",1988-09-02,7.5,1988.0
17664,The Horse Soldiers,"War, Western",1959-06-11,6.8,1959.0
66035,The Kentuckian,"Action, Western",1955-08-01,6.0,1955.0
41050,La Notte,Drama,1961-01-23,7.7,1961.0
1632,Mississippi Burning,"Thriller, Crime, Drama",1988-12-08,7.4,1988.0
966,The Magnificent Seven,Western,1960-10-22,7.4,1960.0
12639,Return of the Seven,Western,1966-10-19,5.3,1966.0
301,Rio Bravo,Western,1959-03-17,7.6,1959.0
31527,The Scarlet Empress,"Drama, History, Romance",1934-05-09,6.7,1934.0
4988,Semi-Tough,"Comedy, Drama, Romance",1977-11-18,5.6,1977.0
12623,Suspect,"Crime, Drama, Thriller",1987-10-23,6.4,1987.0
11896,Throw Momma from the Train,"Crime, Comedy",1987-12-11,6.0,1987.0
25538,Yi Yi,"Drama, Romance",2000-09-20,7.7,2000.0
17971,Midnight Madness,"Comedy, Family",1980-02-08,5.4,1980.0
6498,Nightwatch,"Horror, Thriller",1994-02-25,7.1,1994.0
5923,The Sand Pebbles,"Action, Adventure, Drama, War, Romance",1966-12-20,7.2,1966.0
15497,Twelve O'Clock High,"War, Action, Drama",1949-12-21,7.0,1949.0
21876,Von Ryan's Express,"Action, Drama, History, Thriller, War",1965-06-23,6.7,1965.0
11090,The Animal,"Action, Comedy",2001-06-01,4.6,2001.0
14034,What's the Worst That Could Happen?,"Action, Comedy",2001-05-31,5.1,2001.0
21056,Big Eden,"Drama, Romance",2000-04-18,6.1,2000.0
9397,Evolution,"Action, Comedy, Science Fiction",2001-06-08,5.7,2001.0
9705,Swordfish,"Action, Crime, Thriller",2001-06-07,6.1,2001.0
26475,The Anniversary Party,"Comedy, Drama",2001-05-15,6.4,2001.0
56934,Bride of the Wind,"Romance, Drama, Music",2001-06-08,0.0,2001.0
29937,Divided We Fall,"Comedy, Drama, Family, War",2000-03-16,7.6,2000.0
49922,Whatever Happened to Harold Smith?,Comedy,2000-03-10,6.6,2000.0
10364,Catch-22,"War, Comedy, Drama",1970-06-24,6.7,1970.0
32458,Forgotten Silver,Comedy,1995-10-28,6.9,1995.0
1089,Point Break,"Action, Thriller, Crime",1991-07-12,6.9,1991.0
38043,Shag,"Comedy, Drama",1989-07-21,5.9,1989.0
9967,Uncommon Valor,"Action, Adventure, Drama, Thriller",1983-12-16,6.2,1983.0
17494,Unlawful Entry,"Crime, Thriller",1992-06-26,5.8,1992.0
17465,Youngblood,"Drama, Romance",1986-01-31,5.8,1986.0
759,Gentlemen Prefer Blondes,"Comedy, Romance",1953-07-14,7.1,1953.0
10297,How to Marry a Millionaire,"Comedy, Romance",1953-10-29,6.9,1953.0
29393,Macabre,"Horror, Thriller",1958-10-01,6.1,1958.0
10653,The Seven Year Itch,"Comedy, Drama, Romance",1955-06-01,7.0,1955.0
21468,There's No Business Like Show Business,"Comedy, Drama, Music, Romance",1954-12-16,6.7,1954.0
9576,Tootsie,"Comedy, Romance",1982-12-16,6.9,1982.0
22323,The Boys Next Door,"Action, Crime, Drama, Thriller",1985-10-01,5.9,1985.0
31935,Too Late the Hero,"Drama, Action, War",1970-05-20,6.4,1970.0
52616,Pavilion of Women,"War, Drama, Romance, Foreign",2001-03-16,5.3,2001.0
10865,Atlantis: The Lost Empire,"Animation, Family, Adventure, Science Fiction",2001-06-02,6.7,2001.0
1995,Lara Croft: Tomb Raider,"Adventure, Fantasy, Action, Thriller",2001-06-11,5.7,2001.0
10808,Dr. Dolittle 2,"Comedy, Family, Romance, Fantasy",2001-06-22,4.9,2001.0
9799,The Fast and the Furious,"Action, Crime, Thriller",2001-06-22,6.6,2001.0
644,A.I. Artificial Intelligence,"Drama, Science Fiction, Adventure",2001-06-29,6.8,2001.0
16161,Baby Boy,"Crime, Drama, Romance",2001-06-27,7.3,2001.0
10691,Crazy/Beautiful,"Drama, Romance",2001-06-29,6.6,2001.0
10615,Pootie Tang,"Action, Comedy",2001-06-29,5.4,2001.0
47596,Snow days,"Comedy, Romance",1999-01-01,5.0,1999.0
21488,Funny Felix,"Comedy, Foreign",2000-04-19,5.1,2000.0
59733,Down from the Mountain,"Music, Documentary",2001-06-05,7.0,2001.0
271462,Russian Doll,"Romance, Comedy, Drama",2001-06-14,0.0,2001.0
11826,Sexy Beast,"Crime, Drama, Thriller",2000-09-13,7.0,2000.0
24470,"South of Heaven, West of Hell","Action, Comedy, Drama, Western",2000-01-01,5.0,2000.0
9301,The Princess and the Warrior,"Romance, Drama",2000-10-12,7.1,2000.0
11444,The Closet,Comedy,2001-01-17,6.2,2001.0
15564,Wolves,Documentary,1999-03-01,6.5,1999.0
60670,The Crimson Rivers,"Crime, Mystery, Thriller",2000-09-26,6.8,2000.0
55551,Lumumba,"Drama, Foreign, History",2000-05-13,5.5,2000.0
40880,Pandaemonium,"Drama, Foreign",2001-06-29,4.5,2001.0
10992,Cats & Dogs,"Comedy, Family",2001-07-04,5.0,2001.0
2140,Kiss of the Dragon,"Action, Crime, Thriller",2001-07-06,6.4,2001.0
4248,Scary Movie 2,Comedy,2001-07-04,5.4,2001.0
17612,Lost and Delirious,"Drama, Romance",2001-01-21,6.8,2001.0
3134,Baise-moi,"Crime, Drama, Romance, Thriller",2000-06-28,4.2,2000.0
34899,The Vertical Ray of the Sun,"Drama, Foreign, Romance",2000-05-24,6.7,2000.0
8217,Alice,"Comedy, Drama, Romance",1990-12-25,6.3,1990.0
22478,Another Woman,Drama,1988-10-13,6.8,1988.0
26483,Beach Blanket Bingo,Comedy,1965-04-14,7.0,1965.0
24382,Big Deal on Madonna Street,"Crime, Comedy",1958-06-06,8.1,1958.0
11286,The Cannonball Run,Comedy,1981-06-19,6.2,1981.0
11950,Cannonball Run II,"Action, Comedy",1984-06-29,5.4,1984.0
12236,Speed Zone,"Action, Comedy",1989-04-21,4.1,1989.0
36245,Diary of a Chambermaid,"Crime, Drama",1964-01-01,7.2,1964.0
43342,Donovan's Brain,"Drama, Horror, Science Fiction",1953-09-30,5.7,1953.0
15875,Donovan's Reef,"Adventure, Comedy, Romance",1963-06-12,6.0,1963.0
26573,Dr. Goldfoot and the Bikini Machine,"Comedy, Science Fiction",1965-11-06,6.1,1965.0
23439,House of Usher,"Horror, Thriller",1960-06-21,6.5,1960.0
10728,Faust,"Drama, Fantasy, Horror",1926-10-13,7.8,1926.0
5991,The Last Laugh,Drama,1924-12-23,7.7,1924.0
11697,The Man Who Shot Liberty Valance,Western,1962-04-22,7.4,1962.0
6106,Salvador,Drama,1986-04-23,7.0,1986.0
22477,September,Drama,1987-01-01,6.3,1987.0
19200,Shadows and Fog,"Thriller, Comedy",1991-12-05,7.0,1991.0
11300,Something Wild,"Action, Comedy, Drama, Romance",1986-11-07,6.5,1986.0
16211,The Sons of Katie Elder,Western,1965-12-26,7.0,1965.0
28650,The Thing with Two Heads,"Comedy, Horror, Science Fiction",1972-07-19,3.9,1972.0
42780,Village of the Giants,Science Fiction,1965-10-20,3.3,1965.0
32569,X: The Man with the X-Ray Eyes,"Horror, Science Fiction, Thriller",1963-09-18,6.4,1963.0
20075,Nice Dreams,Comedy,1981-07-24,6.6,1981.0
28430,The Day the Earth Caught Fire,"Science Fiction, Drama",1961-11-01,7.3,1961.0
28794,The House by the Cemetery,Horror,1981-08-14,5.8,1981.0
20197,Things Are Tough All Over,"Action, Comedy",1982-08-04,6.1,1982.0
43316,All That Heaven Allows,"Drama, Romance",1955-12-25,7.4,1955.0
34689,The Barefoot Contessa,"Mystery, Drama, Romance, Crime",1954-01-01,6.7,1954.0
25690,The Blackout,"Drama, Mystery, Thriller",1997-06-11,5.2,1997.0
10238,Cries and Whispers,Drama,1972-12-21,7.8,1972.0
18929,The Entertainer,"Drama, Music",1960-07-25,5.5,1960.0
4789,The Garden of the Finzi-Continis,Drama,1970-12-04,6.6,1970.0
32595,Howling III: The Marsupials,"Horror, Comedy, Foreign",1987-01-01,4.1,1987.0
18030,Kiss Me Deadly,"Drama, Mystery, Thriller",1955-05-18,7.1,1955.0
18988,The Lion in Winter,"Drama, History",1968-01-01,7.6,1968.0
11536,The Misfits,"Drama, Action, Romance",1961-01-01,6.8,1961.0
10339,Moby Dick,"Adventure, Drama",1956-06-27,6.9,1956.0
39875,Popcorn,Horror,1991-02-01,5.7,1991.0
50031,Rembrandt,Drama,1936-11-06,6.5,1936.0
976,Sweet Smell of Success,Drama,1957-06-27,7.5,1957.0
69605,Written on the Wind,"Drama, Romance",1956-12-01,6.9,1956.0
65632,The 10th Victim,"Comedy, Drama, Science Fiction, Thriller",1965-12-01,6.0,1965.0
29471,Colonel Redl,"Drama, History",1985-03-29,6.2,1985.0
4780,Obsession,"Drama, Thriller, Mystery",1976-08-01,6.5,1976.0
11906,Suspiria,Horror,1977-02-01,7.5,1977.0
11713,Fist of Fury,"Drama, Action, Thriller",1972-03-22,7.4,1972.0
9589,Christiane F.,Drama,1981-04-01,7.3,1981.0
12481,The Big Boss,Action,1971-10-02,7.3,1971.0
13333,Game of Death,"Drama, Action, Thriller, Crime",1978-03-22,6.3,1978.0
13938,The Last Dragon,"Action, Adventure, Comedy",1985-03-22,6.4,1985.0
10540,Outland,Science Fiction,1981-05-22,6.2,1981.0
9462,The Way of the Dragon,"Action, Crime",1972-06-01,7.4,1972.0
82623,T-Rex: Back to the Cretaceous,Family,1998-10-23,4.5,1998.0
2114,Final Fantasy: The Spirits Within,"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller",2001-07-02,5.9,2001.0
8835,Legally Blonde,Comedy,2001-07-13,6.2,2001.0
11371,The Score,"Action, Crime, Thriller",2001-07-13,6.7,2001.0
78248,Adanggaman,"Drama, Foreign",2000-08-31,7.5,2000.0
9517,Bully,"Crime, Drama",2001-06-15,6.7,2001.0
25985,Jump Tomorrow,"Drama, Comedy, Romance",2001-11-09,6.9,2001.0
15745,Made,"Action, Comedy, Thriller",2001-07-13,6.3,2001.0
24977,Michael Jordan to the Max,Documentary,2000-05-05,7.5,2000.0
36107,More,"Animation, Science Fiction",1998-01-01,7.9,1998.0
113271,Thrill Ride: The Science of Fun,"Documentary, Adventure",1997-07-11,6.0,1997.0
58904,Haunted Castle,"Animation, Horror, Thriller",2001-02-23,5.0,2001.0
13794,Africa: The Serengeti,Documentary,1994-03-31,5.9,1994.0
13795,Alaska: Spirit of the Wild,Documentary,1998-09-03,5.3,1998.0
103488,Encounter in the Third Dimension,Documentary,1999-03-31,8.0,1999.0
73482,Siegfried & Roy: The Magic Box,Documentary,1999-10-01,0.0,1999.0
38965,18 Again!,"Fantasy, Comedy",1988-04-08,5.7,1988.0
47817,1969,"Drama, War",1988-08-18,5.5,1988.0
31052,The Accidental Tourist,"Drama, Romance",1988-12-23,5.9,1988.0
10868,The Accused,Drama,1988-10-14,6.8,1988.0
9395,Above the Law,"Action, Adventure, Drama, Thriller",1988-04-08,5.9,1988.0
14506,The Adventures of Baron Munchausen,"Action, Adventure, Comedy, Fantasy",1988-12-07,6.9,1988.0
5333,Apartment Zero,"Thriller, Horror, Drama",1988-09-30,6.9,1988.0
4281,Appointment with Death,"Thriller, Crime, Mystery, Drama",1988-04-15,6.2,1988.0
2,Ariel,"Drama, Crime",1988-10-21,7.1,1988.0
26044,Arthur 2: On the Rocks,"Comedy, Romance",1988-07-08,4.5,1988.0
59797,Bad Dreams,"Horror, Thriller",1988-04-08,5.3,1988.0
14911,Bat*21,"Action, Drama, War",1988-07-21,5.9,1988.0
15592,Beaches,"Comedy, Drama",1988-12-21,6.5,1988.0
15267,The Beast of War,"Drama, War",1988-09-14,6.7,1988.0
12710,Big Business,Comedy,1988-06-10,5.8,1988.0
30502,Big Top Pee-wee,"Comedy, Family",1988-07-22,5.1,1988.0
19382,Biloxi Blues,"Comedy, Drama, Romance",1988-03-25,6.4,1988.0
24679,Bird,"Drama, Music",1988-07-01,6.6,1988.0
9599,The Blob,"Horror, Science Fiction",1988-08-05,6.3,1988.0
94440,The Boost,"Drama, Romance",1988-12-23,5.3,1988.0
17170,"Bright Lights, Big City",Drama,1988-04-01,4.7,1988.0
18509,Caddyshack II,Comedy,1988-07-22,3.9,1988.0
110428,Camille Claudel 1915,Drama,2013-03-13,7.0,2013.0
34604,Casual Sex?,"Comedy, Romance",1988-04-22,4.3,1988.0
14441,Clean and Sober,Drama,1988-08-10,6.3,1988.0
7520,Cocktail,"Drama, Romance",1988-07-29,5.7,1988.0
10126,Colors,"Action, Crime, Drama",1988-04-15,6.6,1988.0
9602,Coming to America,"Comedy, Romance",1988-06-28,6.5,1988.0
23752,The Couch Trip,Comedy,1988-01-15,5.3,1988.0
41952,Criminal Law,"Drama, Thriller, Romance",1988-01-01,5.5,1988.0
3980,Critters,"Action, Comedy, Horror, Science Fiction, Thriller",1986-04-11,5.9,1986.0
10127,Critters 2,"Comedy, Horror, Science Fiction, Thriller",1988-04-29,5.0,1988.0
12702,Critters 3,"Comedy, Horror, Science Fiction, Thriller",1991-12-11,4.5,1991.0
27397,Crossing Delancey,"Comedy, Drama, Romance",1988-09-16,5.8,1988.0
9748,D.O.A.,"Mystery, Thriller",1988-03-18,5.9,1988.0
40095,Dead Heat,"Action, Comedy, Drama, Horror, Science Fiction, Thriller",1988-05-06,5.8,1988.0
10651,The Dead Pool,"Action, Crime, Thriller",1988-07-12,6.3,1988.0
10141,Dirty Rotten Scoundrels,"Crime, Comedy",1988-12-14,7.0,1988.0
27362,Drowning by Numbers,"Comedy, Drama",1988-09-10,7.0,1988.0
5680,"Elvira, Mistress of the Dark","Fantasy, Horror, Comedy, Science Fiction",1988-09-30,6.1,1988.0
26386,Ernest Saves Christmas,"Comedy, Family",1988-11-11,4.9,1988.0
34053,Everybody's All-American,"Drama, Romance",1988-11-04,4.6,1988.0
25884,Feds,"Action, Comedy, Family",1988-10-28,5.7,1988.0
26355,For Keeps,"Drama, Family, Romance",1988-01-15,6.1,1988.0
10675,Frantic,"Crime, Drama, Mystery, Thriller",1988-02-16,6.6,1988.0
38982,Fresh Horses,"Drama, Romance",1988-11-18,4.6,1988.0
10130,Gorillas in the Mist,Drama,1988-09-23,6.7,1988.0
2617,The Great Outdoors,Comedy,1988-06-17,6.4,1988.0
38615,Heartbreak Hotel,"Comedy, Music",1988-09-30,5.7,1988.0
21362,High Spirits,"Horror, Fantasy, Comedy",1988-11-18,5.6,1988.0
30690,Hot to Trot,Comedy,1988-08-26,5.1,1988.0
75889,The House on Carroll Street,Drama,1988-03-04,5.4,1988.0
38500,Howling IV: The Original Nightmare,Horror,1988-11-01,3.3,1988.0
26723,Imagine: John Lennon,"Documentary, Music",1988-10-07,7.3,1988.0
20443,Johnny Be Good,Comedy,1988-03-22,4.3,1988.0
49365,Lady in White,"Horror, Thriller",1988-04-22,6.3,1988.0
11347,The Lair of the White Worm,"Comedy, Horror",1988-09-14,5.8,1988.0
12144,The Land Before Time,"Animation, Adventure, Family",1988-11-18,7.0,1988.0
13704,License to Drive,"Comedy, Family",1988-07-06,6.1,1988.0
12505,Little Nikita,"Drama, Action, Thriller",1988-03-17,5.9,1988.0
41963,Masquerade,"Drama, Romance, Mystery, Thriller",1988-03-11,5.2,1988.0
13482,The Milagro Beanfield War,"Comedy, Drama",1988-03-18,6.7,1988.0
34014,Moon Over Parador,"Action, Comedy, Drama, Romance",1988-09-09,6.0,1988.0
29739,Moving,Comedy,1988-03-04,5.6,1988.0
12120,My Stepmother is an Alien,"Comedy, Science Fiction",1988-12-09,5.3,1988.0
47818,A Night in the Life of Jimmy Reardon,"Drama, Romance",1988-07-21,4.9,1988.0
38617,Off Limits,"Action, Crime, Drama, Mystery, Thriller",1988-03-11,5.6,1988.0
3543,Bagdad Cafe,"Comedy, Drama",1987-11-12,7.0,1987.0
51321,Permanent Record,Drama,1988-04-22,5.7,1988.0
9604,Red Heat,"Action, Crime",1988-06-17,5.8,1988.0
24929,Return of the Living Dead Part II,"Comedy, Horror",1988-01-15,5.8,1988.0
10925,The Return of the Living Dead,"Comedy, Horror",1985-05-15,7.3,1985.0
13965,Return to Snowy River,"Adventure, Drama, Action, Western, Family",1988-03-24,6.0,1988.0
24266,The Man from Snowy River,"Family, Drama, Action, Western, Romance",1982-03-02,6.9,1982.0
58434,Rocket Gibraltar,"Drama, Family",1988-09-02,6.2,1988.0
18197,Running on Empty,Drama,1988-09-07,7.4,1988.0
70842,Salome's Last Dance,"Comedy, Drama",1988-05-06,5.7,1988.0
38909,Salsa,"Drama, Music, Romance",1988-07-09,4.8,1988.0
17126,Satisfaction,"Music, Comedy",1988-02-12,4.5,1988.0
11503,The Serpent and the Rainbow,"Horror, Thriller",1988-02-05,6.2,1988.0
38558,Shakedown,"Action, Adventure, Crime, Drama",1988-05-06,6.2,1988.0
9717,Shoot to Kill,"Action, Adventure, Crime, Thriller",1988-02-12,6.7,1988.0
11966,Short Circuit 2,"Comedy, Family, Science Fiction, Drama",1988-07-06,5.5,1988.0
2605,Short Circuit,"Comedy, Family, Science Fiction",1986-05-09,6.4,1986.0
8740,The Vanishing,"Horror, Thriller",1988-10-27,7.4,1988.0
